{633.195479, 0.41119078001132436}
{566.919478, 0.15752741635972803}
{566.527849, 0.08637428411450311}
{565.52409, 0.055776785966441006}
{565.305098, 0.03964591388064685}
{565.508287, 0.030024534304719956}
{565.725436, 0.02378322913263582}
{566.288865, 0.019479192809559117}
{565.848645, 0.01636940720070884}
{566.205073, 0.014038421720740312}
{565.210031, 0.012238595455042923}
{564.781655, 0.010814536722078914}
{564.858541, 0.009664535048110583}
{565.079091, 0.008719621318368056}
{565.226077, 0.00793160162854737}
{565.242642, 0.0072659171023868934}
{565.345845, 0.006697222618460453}
{565.380807, 0.00620655978978795}
{564.955619, 0.0057794977830898965}
{564.968328, 0.0054048798864973005}
{564.919166, 0.00507395957671146}
{565.308545, 0.004779793141179319}
{565.232186, 0.004516804981035241}
{565.394468, 0.004280471432343794}
{565.49379, 0.004067087385486642}
{565.64172, 0.003873591689991967}
{565.330019, 0.0036974349177882814}
{565.285306, 0.003536478065709139}
{565.352018, 0.0033889141413651924}
{564.825041, 0.0032532068713195914}
{565.136524, 0.0031280423593545974}
{565.40437, 0.003012290637698524}
{565.250008, 0.0029049748465900587}
{565.508708, 0.002805246347463646}
{565.332683, 0.0027123644893925518}
{565.476636, 0.00262568005279579}
{565.538113, 0.002544621620161278}
{565.512577, 0.002468684292494599}
{565.817253, 0.0023974202977404013}
