tpS_10 tpS_20 tpS_40 tpS_80 twS_10 twS_20 twS_40 twS_80 taS_10 taS_20 taS_40 taS_80 deS_10 deS_20 deS_40 deS_80 tpN_10 tpN_20 tpN_40 tpN_80 twN_10 twN_20 twN_40 twN_80 taN_10 taN_20 taN_40 taN_80 deN_10 deN_20 deN_40 deN_80 pBar2 pBar4 LD2 minus2LdS LD4 minus2LdN n2 n4 B Bprime cSq10 cSq20 cSq40 cSq80 S10_0 S10_1 S10_2 S10_3 S10_4 S10_5 S10_6 S10_7 S10_8 S10_9 S10_10 S20_0 S20_1 S20_2 S20_3 S20_4 S20_5 S20_6 S20_7 S20_8 S20_9 S20_10 S20_11 S20_12 S20_13 S20_14 S20_15 S20_16 S20_17 S20_18 S20_19 S20_20 S40_0 S40_1 S40_2 S40_3 S40_4 S40_5 S40_6 S40_7 S40_8 S40_9 S40_10 S40_11 S40_12 S40_13 S40_14 S40_15 S40_16 S40_17 S40_18 S40_19 S40_20 S40_21 S40_22 S40_23 S40_24 S40_25 S40_26 S40_27 S40_28 S40_29 S40_30 S40_31 S40_32 S40_33 S40_34 S40_35 S40_36 S40_37 S40_38 S40_39 S40_40 S80_0 S80_1 S80_2 S80_3 S80_4 S80_5 S80_6 S80_7 S80_8 S80_9 S80_10 S80_11 S80_12 S80_13 S80_14 S80_15 S80_16 S80_17 S80_18 S80_19 S80_20 S80_21 S80_22 S80_23 S80_24 S80_25 S80_26 S80_27 S80_28 S80_29 S80_30 S80_31 S80_32 S80_33 S80_34 S80_35 S80_36 S80_37 S80_38 S80_39 S80_40 S80_41 S80_42 S80_43 S80_44 S80_45 S80_46 S80_47 S80_48 S80_49 S80_50 S80_51 S80_52 S80_53 S80_54 S80_55 S80_56 S80_57 S80_58 S80_59 S80_60 S80_61 S80_62 S80_63 S80_64 S80_65 S80_66 S80_67 S80_68 S80_69 S80_70 S80_71 S80_72 S80_73 S80_74 S80_75 S80_76 S80_77 S80_78 S80_79 S80_80 N10_0 N10_1 N10_2 N10_3 N10_4 N10_5 N10_6 N10_7 N10_8 N10_9 N10_10 N20_0 N20_1 N20_2 N20_3 N20_4 N20_5 N20_6 N20_7 N20_8 N20_9 N20_10 N20_11 N20_12 N20_13 N20_14 N20_15 N20_16 N20_17 N20_18 N20_19 N20_20 N40_0 N40_1 N40_2 N40_3 N40_4 N40_5 N40_6 N40_7 N40_8 N40_9 N40_10 N40_11 N40_12 N40_13 N40_14 N40_15 N40_16 N40_17 N40_18 N40_19 N40_20 N40_21 N40_22 N40_23 N40_24 N40_25 N40_26 N40_27 N40_28 N40_29 N40_30 N40_31 N40_32 N40_33 N40_34 N40_35 N40_36 N40_37 N40_38 N40_39 N40_40 N80_0 N80_1 N80_2 N80_3 N80_4 N80_5 N80_6 N80_7 N80_8 N80_9 N80_10 N80_11 N80_12 N80_13 N80_14 N80_15 N80_16 N80_17 N80_18 N80_19 N80_20 N80_21 N80_22 N80_23 N80_24 N80_25 N80_26 N80_27 N80_28 N80_29 N80_30 N80_31 N80_32 N80_33 N80_34 N80_35 N80_36 N80_37 N80_38 N80_39 N80_40 N80_41 N80_42 N80_43 N80_44 N80_45 N80_46 N80_47 N80_48 N80_49 N80_50 N80_51 N80_52 N80_53 N80_54 N80_55 N80_56 N80_57 N80_58 N80_59 N80_60 N80_61 N80_62 N80_63 N80_64 N80_65 N80_66 N80_67 N80_68 N80_69 N80_70 N80_71 N80_72 N80_73 N80_74 N80_75 N80_76 N80_77 N80_78 N80_79 N80_80
0.00332444444444444 0.00314736842105263 0.00309692307692308 0.00336 0.00410043484359658 0.00450991378913123 0.00639466904437425 0.0074298715838429 -0.907354955680044 -1.20366213200403 -1.86347132553422 -1.83899369007829 0.18924587970565 0.302122264811868 0.51570236779531 0.547771457139757 0.00508444444444444 0.00580842105263158 0.00543692307692308 0.00531620253164557 0.0069283209426287 0.00800509697570794 0.00808737555612037 0.0105794910596024 -1.29998337687524 -1.11776115723335 -1.19435648455769 -1.68913618671221 0.266136126408235 0.274409657964461 0.327727142236085 0.497499217902325 0.9691396 0.9960716 -0.00165489687375136 0.013219945945946 -0.000104145919443577 0.00138202150537632 223 280 0.172346742947395 0.265810126582278 0.694317513205477 0.885418476787924 1.01634963419564 1.09998701903197 188 17 8 1 2 0 1 0 0 0 72 177 21 7 2 4 2 3 0 0 0 0 0 0 0 1 0 0 0 0 0 72 149 32 20 7 0 2 1 1 0 0 0 1 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 72 126 41 13 6 4 13 1 0 3 0 0 0 2 0 2 0 0 0 2 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 71 231 34 8 0 0 2 1 0 4 0 0 209 42 8 0 2 7 7 0 1 0 0 0 0 0 4 0 0 0 0 0 0 194 32 17 14 2 0 0 4 6 0 0 0 6 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 149 46 23 24 4 2 6 7 3 0 0 0 0 1 0 0 1 0 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00269333333333333 0.00221263157894737 0.00208615384615385 0.00228607594936709 0.00410043484359658 0.00496090516804436 0.00498408028458581 0.0067030363202061 -1.64530454226912 -2.21712728982658 -2.07741664730441 -2.20332321361823 0.343159095055647 0.553986318222726 0.5814365485633 0.658949192550877 0.0044 0.00221684210526316 0.00374 0.00439949367088607 0.00706971524758031 0.00383342672076155 0.00912180731329856 0.00961037737475332 -1.84559306239906 -1.66555825216858 -2.15810477303822 -1.83598701413071 0.377626984126984 0.421707452171471 0.589993531813865 0.542214264921204 0.9747948 0.9945388 -0.001617007424148 0.00924642201834863 2.01381988916727e-05 -0.000212656488549585 219 263 0.182758833243629 0.219974683544304 1.43857063492064 1.15135423845824 1.69660795273201 2.99498123890373 183 21 4 0 0 0 0 0 2 2 57 169 31 7 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 56 161 25 11 4 5 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 2 1 55 133 29 13 15 9 2 0 4 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 1 1 2 53 213 35 3 2 0 0 0 0 0 10 0 219 23 6 0 1 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 10 166 57 12 12 2 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 4 0 0 0 144 43 17 14 4 8 6 3 6 0 2 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0
0.00292444444444444 0.00413052631578947 0.00257846153846154 0.00221417721518987 0.00494880067330621 0.00518640085750092 0.00583043354045887 0.0056531631616196 -1.97649683386609 -0.816394053070502 -2.00761662264929 -2.01870466855066 0.409059964726631 0.203585216554245 0.557758180319022 0.608329504758974 0.00998222222222222 0.00978526315789474 0.00493538461538462 0.00480974683544304 0.0110287557862253 0.0112747844728281 0.0102502783211293 0.0103372126383901 -0.468323997596307 -0.542754460652948 -1.90271653870892 -1.81435197609546 0.0948913535024645 0.132110845978746 0.518512135888924 0.534715304435095 0.9712816 0.9900592 -0.00205876363814423 0.0126610000000001 0.00374276159571341 -0.0596943241106719 173 254 0.176053920211169 0.240487341772152 1.39978717270384 1.67215750976062 5.28955846376856 7.68192211377175 132 25 2 0 0 0 0 0 0 8 62 122 22 5 1 2 4 0 3 0 0 0 0 0 2 0 5 0 0 1 1 61 105 35 5 2 8 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 1 0 62 99 26 10 7 3 3 4 2 4 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 6 0 0 0 1 1 60 176 22 34 4 0 1 0 0 17 0 2 154 37 4 9 30 2 0 0 0 0 0 0 1 0 0 8 9 0 0 0 2 145 20 54 8 2 2 0 2 0 1 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 2 126 36 14 8 32 3 1 0 7 2 0 0 2 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 2
0.00202666666666667 0.00179157894736842 0.00205538461538462 0.00193721518987342 0.00325206901388694 0.0034951831865767 0.00545427653784862 0.00613772000404414 -1.78589865821142 -1.91446426847311 -2.23626967198628 -2.27972046206854 0.376806993328732 0.487414864477203 0.623160908486804 0.684375437687449 0.00543111111111111 0.00579578947368421 0.00555435897435898 0.00535582278481013 0.00848365829709637 0.00890707973353418 0.00959200356656137 0.0102564531646527 -1.76649971168592 -1.42706895062468 -1.54191984715154 -1.62091324885273 0.359814961787184 0.34930531138464 0.420938604138765 0.477809463093133 0.9734048 0.9899624 -0.00143574158218483 0.00694066666666666 0.000649869649373475 -0.00916258156028362 217 283 0.180003464008986 0.267791139240506 1.13037026014109 0.752552693955131 0.88514868824833 1.1130541520506 181 19 3 0 0 0 0 0 0 1 63 173 19 6 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 63 146 35 8 7 5 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 63 129 40 12 4 6 1 2 3 3 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 62 207 51 6 0 0 0 1 0 2 0 16 188 46 13 10 2 0 0 3 0 0 5 0 0 0 0 0 0 0 0 0 16 165 43 18 3 18 10 1 0 2 0 0 1 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 16 140 43 29 5 3 5 10 1 14 2 3 0 3 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16
0.00154666666666667 0.00194526315789474 0.00190923076923077 0.00216962025316456 0.0024037031841773 0.00360793103130499 0.00498408028458581 0.00759139053131775 -1.65791870543203 -1.81360524400969 -2.20424627983683 -2.39964260788489 0.356548397136632 0.460836933684085 0.616934186406383 0.714199889438708 0.00501333333333333 0.00621894736842105 0.0053174358974359 0.00563772151898734 0.00622134941787067 0.00845608835462106 0.00789929705481525 0.00896430158485394 -0.945516962925796 -1.07932437525045 -1.19022971212033 -1.25389524230102 0.194172679172679 0.264559793178776 0.326846950996165 0.371091939999785 0.9746832 0.9963032 0.000597133388972367 -0.00297071823204421 0.00479216380484397 -0.0688073066666667 182 226 0.18253221440697 0.281886075949367 0.499236275088548 0.525055020617497 0.798231134516328 0.720538212311242 159 13 2 0 0 0 0 0 1 1 59 144 17 11 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 59 124 28 15 3 2 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 58 83 49 24 4 1 9 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 58 182 28 6 7 2 0 0 1 0 0 0 151 36 15 9 2 5 1 0 0 0 3 0 4 0 0 0 0 0 0 0 0 142 32 13 15 5 4 0 0 2 4 1 0 0 0 0 0 5 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 115 43 11 12 4 7 1 6 3 0 1 3 0 1 4 0 1 0 0 2 0 2 0 0 2 3 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00488888888888889 0.00465894736842105 0.0028225641025641 0.0039306329113924 0.00537298358816103 0.00575014008114232 0.00583043354045887 0.00783366895253002 -0.436635715646754 -0.764271362386026 -1.85691902592256 -1.67593532421624 0.0900979300102106 0.189768022573894 0.51589121409624 0.498238573111653 0.00904 0.00786736842105263 0.00675846153846154 0.00797392405063291 0.00791808107728994 0.00901982757826247 0.00893372881199343 0.0109025289545521 0.69450173858856 -0.522168505906435 -0.890103194197745 -0.91275000532674 -0.141690759637188 0.127769532977241 0.243489288662045 0.268617026024628 0.9684136 0.9927632 -0.00204864412800234 0.0202868651162791 -0.00144105447247692 0.0284183719298246 216 286 0.171146631027138 0.398696202531646 0.90612561244736 1.16689286246479 2.32601143775889 2.40960647646916 172 16 3 8 0 0 0 7 1 3 66 159 24 5 0 2 3 6 0 0 0 0 0 0 0 7 1 0 0 0 3 66 150 22 9 8 7 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 6 2 1 3 64 116 33 18 5 7 9 0 2 0 1 0 2 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 1 0 0 0 1 0 2 0 0 3 0 63 230 11 10 18 5 2 0 10 0 0 0 206 30 3 11 17 4 2 0 0 1 0 0 2 0 0 1 9 0 0 0 0 191 32 15 1 3 3 12 13 0 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 10 0 0 0 0 0 0 0 151 45 16 11 5 8 2 2 3 0 5 0 2 0 0 7 3 0 2 9 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00176888888888889 0.00175157894736842 0.0022748717948718 0.00211430379746835 0.00268649179408052 0.00281869611820702 0.00479600178328068 0.00541088474040733 -1.60037709963605 -1.46526204138017 -1.87446411303724 -2.0174243208332 0.341561774807389 0.378585390580307 0.525673280022077 0.609249891856098 0.00360888888888889 0.00444210526315789 0.00393333333333333 0.0039179746835443 0.00395904053864497 0.00552464439168576 0.00611255129241656 0.00613772000404414 -0.423373666758153 -0.787878723365074 -1.28586299245306 -1.20471206476248 0.0884435626102292 0.195947295749391 0.356515283853215 0.361656334768814 0.9785732 0.9968688 -0.0011279253638901 0.00601374585635359 -0.00318397321404318 0.031326511627907 182 173 0.191072655873055 0.195898734177215 0.587686264982183 0.799727989338194 0.882633250369473 1.23638676583967 158 14 2 0 0 0 0 0 2 1 49 153 15 3 1 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 2 48 128 35 2 2 1 3 1 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 47 111 26 21 6 1 4 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 48 145 15 2 5 0 2 0 4 0 0 0 124 24 9 4 1 0 0 0 5 2 0 0 4 0 0 0 0 0 0 0 0 108 31 11 6 5 1 0 0 0 0 0 0 0 2 3 0 0 0 2 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 97 28 14 6 3 3 3 0 1 5 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00209777777777778 0.00222315789473684 0.00184564102564103 0.00230329113924051 0.00296928040398373 0.00450991378913123 0.00489004103393325 0.00605696053030671 -1.38384081830163 -2.02010262535402 -2.22222643182127 -2.06314833570102 0.293506340807928 0.507050910796878 0.622571464567751 0.619728223798765 0.00337777777777778 0.005 0.00470615384615385 0.00427481012658228 0.00424182914854818 0.00901982757826247 0.0100621998198242 0.0104179721121275 -0.978106475960143 -1.8213464203145 -1.95234226181918 -2.00124467927973 0.203697824808936 0.4456656785713 0.532293739895529 0.589669651581619 0.9764052 0.9948008 0.000890860197953951 -0.00452557068062827 -0.00151480804168852 0.0179058712446352 192 234 0.186142565771025 0.213740506329114 0.640801587301587 0.863117654321862 1.10689515012736 1.42663542222479 167 13 4 0 0 0 0 1 1 2 53 149 24 7 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 52 137 29 7 7 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 3 52 115 37 8 2 5 6 1 0 2 4 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 1 1 51 197 17 10 0 0 1 0 2 0 0 7 154 42 20 8 0 0 1 0 0 0 0 0 0 0 2 0 0 2 0 5 0 127 57 11 14 5 1 6 3 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 5 0 105 61 18 7 5 3 11 2 2 2 3 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 5 0 0 0 0 0 0
0.00283555555555556 0.00252210526315789 0.00235692307692308 0.00211101265822785 0.00395904053864497 0.00372067887603327 0.004513884031323 0.00557240368788218 -1.35842272103996 -1.27009640116185 -1.69838483601536 -2.05987023520443 0.283777084908037 0.322138419576056 0.477850325669028 0.621166595877021 0.00565333333333333 0.00445894736842105 0.00652410256410256 0.00570164556962025 0.00579716650301585 0.0058628879258706 0.0109085530756972 0.0121139210606134 -0.12054788877665 -0.965149040638887 -1.47721736707986 -1.80336198686387 0.0248109433475286 0.239462288073854 0.401927779162814 0.529331127296323 0.9818072 0.9953872 2.2278794114248e-06 -1.35238095238045e-05 -0.000366895379413319 0.00539277108433734 190 250 0.199418452182556 0.285082278481013 0.969002294552562 1.40102203127697 0.83152707844808 1.30808834398861 157 21 3 1 1 0 0 1 1 0 41 154 18 6 1 0 0 2 1 0 0 1 0 0 1 1 0 0 0 1 1 39 138 29 8 1 3 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 40 118 45 1 8 2 0 1 3 0 1 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 39 209 9 18 7 0 0 1 0 6 0 0 198 29 7 1 1 0 5 0 0 0 0 0 2 0 7 0 0 0 0 0 0 134 51 31 6 5 2 3 0 4 0 0 0 2 5 0 0 0 0 0 0 1 0 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 100 84 12 12 7 4 4 1 0 3 0 0 0 4 0 0 2 0 2 6 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00125333333333333 0.00192631578947369 0.00185794871794872 0.00224443037974683 0.00197952026932249 0.00326968749712014 0.00470196253262812 0.00678379579394352 -1.68015853895021 -1.60687035360705 -2.15456358329668 -2.23852227286043 0.366849962207105 0.410856300129497 0.604856758203423 0.669148298692801 0.00668444444444445 0.00644842105263158 0.00732 0.00661303797468354 0.00706971524758031 0.00800509697570794 0.0103443175717819 0.0106602505333398 -0.266340435391722 -0.79210222269762 -1.07310743327493 -1.28928607165059 0.0544959435626101 0.194460595268266 0.292365112613312 0.37965454432789 0.9771708 0.9950044 -0.000138548815635365 0.000727100000000003 -0.00175581229786479 0.0289421135371179 201 230 0.187831051966391 0.330651898734177 0.826381904761905 1.22041630991635 1.01639031994538 1.36534323806851 182 11 0 0 0 0 1 0 0 2 52 166 20 3 2 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 53 148 34 3 4 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 50 112 43 17 3 9 3 1 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 52 180 28 5 0 3 12 2 0 0 0 0 159 40 8 1 3 5 0 0 0 1 11 2 0 0 0 0 0 0 0 0 0 120 45 15 15 12 0 2 2 2 0 0 0 0 0 4 0 0 0 8 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 98 48 29 8 6 9 3 3 0 0 3 1 2 0 0 1 2 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1 0 0 0 0 8 0 0 0 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
