{1354.999635, 0.4233756985482634}
{1232.731901, 0.16072000323006327}
{1228.756906, 0.08663612495966097}
{1227.701377, 0.05478927962380969}
{1226.766088, 0.03807360723790935}
{1226.418911, 0.028175341323853863}
{1226.002088, 0.02181313617840125}
{1226.06985, 0.017471415403529266}
{1226.446054, 0.014369526950363096}
{1226.261378, 0.012071507408924882}
{1226.151962, 0.01031811457041528}
{1225.454887, 0.008947226428717476}
{1225.563541, 0.007853166829685022}
{1225.654777, 0.006964617203490195}
{1225.647892, 0.006232001094670891}
{1232.408845, 0.005619965648659924}
{1226.104989, 0.005102734316891211}
{1226.195074, 0.00466114197890848}
{1226.219586, 0.004280690245695931}
{1226.268124, 0.003950240269519148}
{1225.831627, 0.0036611146853831036}
{1225.649195, 0.0034064684380845558}
{1226.028145, 0.003180840138538188}
{1225.660467, 0.002979826988701127}
{1225.771501, 0.0027998457819409534}
{1225.703874, 0.0026379548281886553}
{1225.77533, 0.0024917196383664095}
{1225.84702, 0.002359110465180616}
{1225.839127, 0.0022384233251310152}
{1225.656497, 0.002128218528742745}
{1225.692868, 0.002027272405597294}
{1225.99038, 0.001934539072792489}
{1225.913054, 0.0018491199193848603}
{1225.810465, 0.0017702390704008762}
{1226.183029, 0.0016972235226219413}
{1225.840032, 0.0016294869583748425}
{1225.965459, 0.0015665164758477256}
{1225.708036, 0.0015078616478351472}
{1225.667319, 0.001453125451336987}
{1225.770294, 0.0014019567094828843}
{1225.697799, 0.0013540437629895807}
{1225.762216, 0.0013091091466869154}
{1225.971139, 0.0012669050918780824}
{1225.748345, 0.0012272097106002325}
{1225.742019, 0.0011898237455729493}
{1225.901838, 0.001154567791519552}
{1226.604223, 0.0011212799109405415}
{1225.673776, 0.0010898135813094674}
{1225.591488, 0.001060035921811701}
{1225.733178, 0.001031826156740501}
{1225.750624, 0.0010050742799531992}
{1225.297401, 0.0009796798907237112}
{1354.980166, 0.0009555511761779764}
{1490.472815, 0.0009326040194811004}
{1494.305631, 0.00091076121622688}
{1486.327892, 0.0008899517841957008}
{1489.964733, 0.000870110353901701}
{1491.797256, 0.0008511766292290901}
{1496.147523, 0.0008330949090288508}
{1482.347743, 0.0008158136618653416}
{1491.390781, 0.0007992851472117581}
{1260.541766, 0.0007834650773302443}
{1224.939173, 0.0007683123148654606}
{1224.34561, 0.0007537886018540406}
{1225.049932, 0.0007398583164258546}
{1225.09842, 0.0007264882539626951}
{1225.02703, 0.0007136474298991773}
{1225.161959, 0.0007013069017103627}
{1225.178469, 0.0006894396079400594}
{1225.341341, 0.000678020222390513}
{1224.932805, 0.0006670250218247964}
{1225.531675, 0.0006564317657327837}
{1225.266009, 0.0006462195868848939}
{1225.006225, 0.0006363688915483815}
{1225.012631, 0.0006268612683722398}
{1224.753263, 0.000617679405061204}
{1224.648433, 0.0006088070120595601}
{1224.405097, 0.0006002287525531154}
{1224.514834, 0.0005919301781746344}
