{294.757127, 0.43840995022473517}
{261.287283, 0.1683094918696063}
{260.997425, 0.0926351946912752}
{260.750111, 0.060093438470321524}
{260.394683, 0.042920294193652224}
{260.082073, 0.03265898142471837}
{260.014503, 0.02598687838790495}
{259.883008, 0.021373075790111405}
{259.546883, 0.018029389722816546}
{259.741424, 0.015515070048783757}
{259.636083, 0.013567282105996514}
{259.454727, 0.01202098365313462}
{259.442172, 0.010768046825834965}
{259.274015, 0.009735069502380312}
{259.183352, 0.008870696035501485}
{259.107459, 0.008138050479461778}
{258.947254, 0.007510049756527899}
{258.825178, 0.006966405514519427}
{258.650768, 0.006491651302717742}
