tpS_10 tpS_20 tpS_40 tpS_80 twS_10 twS_20 twS_40 twS_80 taS_10 taS_20 taS_40 taS_80 deS_10 deS_20 deS_40 deS_80 tpN_10 tpN_20 tpN_40 tpN_80 twN_10 twN_20 twN_40 twN_80 taN_10 taN_20 taN_40 taN_80 deN_10 deN_20 deN_40 deN_80 pBar2 pBar4 ldSumS rmeanS ldSumN rmeanN n2 n4
0.00742222222222222 0.00645684210526316 0.00560358974358974 0.00613911392405063 0.00763529246738673 0.00800509697570794 0.00893372881199343 0.0150212621151607 -0.136659433036694 -0.787817236716886 -1.36266814564632 -2.02377524137514 0.0279059703442417 0.193408633917 0.372760259292068 0.591305052998539 0.00601777777777778 0.0104442105263158 0.0120076923076923 0.00891886075949367 0.00805947538224155 0.0186033943801663 0.0183376538772497 0.0188169573808195 -1.24222742923372 -1.81703799690882 -1.28144817481139 -1.807358143113 0.253328846808379 0.438585759518666 0.345189281678532 0.526020037193429 0.2861144 0.0196076 1.14820600000003 2.78169429374914e-05 3.50709200000003 8.73711499630126e-06 929 336
0.01192 0.0110189473684211 0.0103964102564103 0.0108379746835443 0.0131496703604994 0.0122895150753826 0.0121310633341806 0.0134868321141496 -0.462841555781096 -0.425487527788001 -0.526845699218895 -0.670735359033392 0.0935133981908175 0.103386317455817 0.142992665192237 0.196403233033967 0.0179822222222222 0.0165473684210526 0.0161328205128205 0.0169888607594937 0.0178156824239024 0.0160101939514159 0.0176793791226817 0.0181708815909201 0.0464485929465508 0.138712097167397 -0.324566112460331 -0.223384118205815 -0.00934793258867339 -0.0335520276185819 0.0874781065064142 0.0650502742815251 0.2864104 0.013048 -2.613815 -5.40711191221307e-06 -6.91584499999998 1.50410242079163e-05 894 353
0.00684444444444444 0.00697894736842105 0.00751384615384615 0.00736177215189873 0.00777668677233834 0.00800509697570794 0.00874565031068831 0.0108217694808147 -0.587320027605436 -0.52214810591142 -0.514557881493545 -1.08620342391282 0.119876543209877 0.128187030138525 0.140847634319055 0.319725654390437 0.00748444444444444 0.00929684210526316 0.0083374358974359 0.00840240506329114 0.00805947538224155 0.0109365409386432 0.0104383568224344 0.012033161586876 -0.349865328747918 -0.615553031850599 -0.738917431017886 -1.02778907704283 0.071348432810421 0.149928468478215 0.201269314772146 0.301729225305572 0.2921652 0.0151508 -2.532801 9.82851953637224e-06 -2.96666100000001 8.76529101721033e-05 944 333
0.00681777777777778 0.00707368421052632 0.00916358974358975 0.00728227848101266 0.00777668677233834 0.0104855495597301 0.0137297305952741 0.0124369589555631 -0.604120238166776 -1.33467696906341 -1.2285073454777 -1.41289444941379 0.123305595638929 0.325387365704427 0.332573230042553 0.414464700974569 0.0102044444444444 0.00827368421052632 0.00966 0.00777949367088607 0.0111701500911769 0.012064019385926 0.0136356913446216 0.0140521484303116 -0.426778463072704 -1.29256246394367 -1.07687964910365 -1.52575263554856 0.0864541334583528 0.314185103168978 0.291565073170252 0.44638403803755 0.2939532 0.006912 -1.54970199999997 -3.47510586271799e-06 3.688841 4.39549143888028e-05 923 293
0.0118044444444444 0.0104526315789474 0.0102692307692308 0.0105050632911392 0.0137152475803058 0.0121767672306543 0.013541652093969 0.0147789836939484 -0.68998134274102 -0.582619483033219 -0.892420700610023 -0.9894541585135 0.139319623993163 0.141592232080001 0.241655988651167 0.289189060040658 0.0118577777777778 0.0120126315789474 0.012934358974359 0.0124674683544304 0.0125840931406929 0.0155592025725027 0.0147641623524523 0.0176055652747582 -0.28547736302977 -0.941948877290177 -0.458441922550667 -1.0016878731428 0.0577169411251808 0.227940408708549 0.1239354684954 0.291845041050429 0.2878728 0.009674 2.81727600000002 2.39746696787181e-05 2.640917 3.83885228198316e-05 929 340
0.00843555555555556 0.00686315789473684 0.00843435897435897 0.00840341772151899 0.009332024126806 0.0087943318888059 0.0139178090965792 0.0142944268515238 -0.472597059676314 -0.896832087053633 -1.45575653754183 -1.40912457828359 0.0960636791192346 0.219593030884723 0.393988025282514 0.412119295946227 0.0105422222222222 0.01144 0.00923076923076923 0.00897632911392405 0.0110287557862253 0.015671950417231 0.0140118483472318 0.0125177184293005 -0.217723875751418 -1.11601987321636 -1.26093505881079 -0.964573300396182 0.0441150002261114 0.270033423062523 0.341216875745528 0.282910127382884 0.2965112 0.0135568 -0.286740999999926 1.35536668756821e-06 -3.564686 1.27792993632805e-05 927 305
0.0112088888888889 0.0108421052631579 0.00752307692307692 0.00876215189873418 0.014705007714967 0.012853254299024 0.00968604281721393 0.0143751863252613 -1.17859274161035 -0.644504110175698 -0.818206418578659 -1.33524167484086 0.237750220458554 0.15647002611773 0.223307488409303 0.390466898969052 0.0102844444444444 0.00845473684210526 0.0117528205128205 0.0100267088607595 0.0127254874456445 0.0137552370568503 0.0193720856344279 0.0166364515899091 -0.948952092584638 -1.58918490591497 -1.46125167938346 -1.36234438010218 0.191823143249069 0.385344156035849 0.393311554852229 0.397304839522316 0.2852652 0.0115064 -0.218779999999955 1.80623257668288e-05 12.515489 0.000287061712786355 903 319
0.00968888888888889 0.0124336842105263 0.0127876923076923 0.0137724050632911 0.0113115443961285 0.0157846982619593 0.0160807118615882 0.0157480973787975 -0.708297544689953 -0.877489819409849 -0.758629471547785 -0.42976170336914 0.143451278659612 0.212295097177046 0.204780707610456 0.125455937183009 0.0151377777777778 0.0167473684210526 0.0141133333333333 0.0144356962025316 0.0173914995090476 0.017250420243427 0.016550908114851 0.0164749326424343 -0.643729009186226 -0.120692283866349 -0.545864573150893 -0.42435838756173 0.129587545346353 0.0291617140496048 0.14727740403141 0.123778135192503 0.2921008 0.0127304 -4.29117399999998 -5.27394038508189e-06 -5.210595 1.79587883515312e-05 928 319
0.00584 0.0085178947368421 0.00809948717948718 0.00831886075949367 0.00763529246738673 0.00732860990733825 0.010532396073087 0.00977189632222816 -1.15146838329629 0.659241467576675 -0.848234520413324 -0.503741064497645 0.235130805408583 -0.16227972897193 0.230992917159328 0.148695351937911 0.00557333333333333 0.00704421052631579 0.00628666666666667 0.00703708860759494 0.00636274372282227 0.00856883619934934 0.00940392506525624 0.0113870857969766 -0.604551765414561 -0.726153285616711 -1.21357545337382 -1.29950473256884 0.124067607289829 0.177926807977648 0.331484819047166 0.382011452880828 0.2888836 0.0057784 -1.32487299999998 8.22034770314403e-06 1.678108 5.01391022098581e-05 928 281
0.00900444444444444 0.0105326315789474 0.0111328205128205 0.0106191139240506 0.00848365829709637 0.012853254299024 0.0148582016031049 0.0159903758000097 0.301377349173872 -0.743679784334028 -0.92756318183209 -1.15099940308247 -0.0613869782480894 0.180547483624661 0.250728936771586 0.335905918856255 0.0114666666666667 0.0114168421052632 0.0118820512820513 0.0131584810126582 0.0138566418852574 0.0144317241252199 0.0146701231017997 0.0167172110636465 -0.854326236388538 -0.862250099600426 -0.702923313098461 -0.73001341029557 0.172478674009286 0.208906572340042 0.190051017322848 0.212878214998862 0.294032 0.0174228 3.27420600000006 1.12707340428418e-05 0.345590999999992 4.64204617448325e-05 944 373
