tpS_10 tpS_20 tpS_40 tpS_80 twS_10 twS_20 twS_40 twS_80 taS_10 taS_20 taS_40 taS_80 deS_10 deS_20 deS_40 deS_80 tpN_10 tpN_20 tpN_40 tpN_80 twN_10 twN_20 twN_40 twN_80 taN_10 taN_20 taN_40 taN_80 deN_10 deN_20 deN_40 deN_80 pBar2 pBar4 LD2 minus2LDsumS LD4 n2 n4 B Bprime cSq10 cSq20 cSq40 cSq80 S10_0 S10_1 S10_2 S10_3 S10_4 S10_5 S10_6 S10_7 S10_8 S10_9 S10_10 S20_0 S20_1 S20_2 S20_3 S20_4 S20_5 S20_6 S20_7 S20_8 S20_9 S20_10 S20_11 S20_12 S20_13 S20_14 S20_15 S20_16 S20_17 S20_18 S20_19 S20_20 S40_0 S40_1 S40_2 S40_3 S40_4 S40_5 S40_6 S40_7 S40_8 S40_9 S40_10 S40_11 S40_12 S40_13 S40_14 S40_15 S40_16 S40_17 S40_18 S40_19 S40_20 S40_21 S40_22 S40_23 S40_24 S40_25 S40_26 S40_27 S40_28 S40_29 S40_30 S40_31 S40_32 S40_33 S40_34 S40_35 S40_36 S40_37 S40_38 S40_39 S40_40 S80_0 S80_1 S80_2 S80_3 S80_4 S80_5 S80_6 S80_7 S80_8 S80_9 S80_10 S80_11 S80_12 S80_13 S80_14 S80_15 S80_16 S80_17 S80_18 S80_19 S80_20 S80_21 S80_22 S80_23 S80_24 S80_25 S80_26 S80_27 S80_28 S80_29 S80_30 S80_31 S80_32 S80_33 S80_34 S80_35 S80_36 S80_37 S80_38 S80_39 S80_40 S80_41 S80_42 S80_43 S80_44 S80_45 S80_46 S80_47 S80_48 S80_49 S80_50 S80_51 S80_52 S80_53 S80_54 S80_55 S80_56 S80_57 S80_58 S80_59 S80_60 S80_61 S80_62 S80_63 S80_64 S80_65 S80_66 S80_67 S80_68 S80_69 S80_70 S80_71 S80_72 S80_73 S80_74 S80_75 S80_76 S80_77 S80_78 S80_79 S80_80 N10_0 N10_1 N10_2 N10_3 N10_4 N10_5 N10_6 N10_7 N10_8 N10_9 N10_10 N20_0 N20_1 N20_2 N20_3 N20_4 N20_5 N20_6 N20_7 N20_8 N20_9 N20_10 N20_11 N20_12 N20_13 N20_14 N20_15 N20_16 N20_17 N20_18 N20_19 N20_20 N40_0 N40_1 N40_2 N40_3 N40_4 N40_5 N40_6 N40_7 N40_8 N40_9 N40_10 N40_11 N40_12 N40_13 N40_14 N40_15 N40_16 N40_17 N40_18 N40_19 N40_20 N40_21 N40_22 N40_23 N40_24 N40_25 N40_26 N40_27 N40_28 N40_29 N40_30 N40_31 N40_32 N40_33 N40_34 N40_35 N40_36 N40_37 N40_38 N40_39 N40_40 N80_0 N80_1 N80_2 N80_3 N80_4 N80_5 N80_6 N80_7 N80_8 N80_9 N80_10 N80_11 N80_12 N80_13 N80_14 N80_15 N80_16 N80_17 N80_18 N80_19 N80_20 N80_21 N80_22 N80_23 N80_24 N80_25 N80_26 N80_27 N80_28 N80_29 N80_30 N80_31 N80_32 N80_33 N80_34 N80_35 N80_36 N80_37 N80_38 N80_39 N80_40 N80_41 N80_42 N80_43 N80_44 N80_45 N80_46 N80_47 N80_48 N80_49 N80_50 N80_51 N80_52 N80_53 N80_54 N80_55 N80_56 N80_57 N80_58 N80_59 N80_60 N80_61 N80_62 N80_63 N80_64 N80_65 N80_66 N80_67 N80_68 N80_69 N80_70 N80_71 N80_72 N80_73 N80_74 N80_75 N80_76 N80_77 N80_78 N80_79 N80_80
0.0108088888888889 0.0165284210526316 0.014845641025641 0.0163950632911392 0.0141394304951606 0.0154464547277745 0.0145760838511472 0.0151827810626355 -1.16706249053345 0.289428868302575 0.068390562702033 0.273332934081076 0.235549911816578 -0.0700462561749922 -0.0184931135994135 -0.0798458611437893 0.0198577777777778 0.0193873684210526 0.0195215384615385 0.0192417721518987 0.0188054425585636 0.0161229417961442 0.0179614968746394 0.0176055652747582 0.278215038518302 0.837151287372398 0.322331242964141 0.318983587152727 -0.0559590775881504 -0.202470905507404 -0.0868547648220632 -0.092936912368639 0.7170968 0.9844416 -0.00274475088909462 15.1362639999999 -0.000692260019805951 284 316 0.93010604879949 0.962088607594937 0.875636818505268 3.62824836586738 4.8345864206413 5.42082205658773 125 37 16 3 0 0 0 0 24 20 661 104 32 9 3 0 1 0 3 8 23 3 15 6 2 0 0 2 2 4 24 645 91 16 18 14 0 7 2 11 1 1 0 0 1 0 16 0 0 0 1 0 0 0 0 0 0 1 23 0 0 0 0 1 0 10 0 5 0 7 10 10 640 64 18 16 4 15 7 12 1 3 7 0 0 1 3 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 5 0 21 0 0 2 0 0 1 1 0 1 0 1 1 0 0 0 0 0 15 0 5 0 0 0 0 0 1 0 0 1 0 0 0 4 0 0 0 0 0 0 4 1 0 11 3 5 0 6 10 634 183 50 23 8 19 0 33 0 0 0 0 173 35 16 3 14 23 0 0 0 6 46 0 0 0 0 0 0 0 0 0 0 125 54 7 44 4 1 1 3 8 0 1 0 0 5 7 2 2 6 0 0 44 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 98 34 11 12 35 9 22 4 8 13 0 1 0 0 0 0 0 0 0 0 5 0 2 1 2 0 7 0 0 0 0 0 0 0 0 6 0 0 0 13 0 31 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0100888888888889 0.0152926315789474 0.0155005128205128 0.0138969620253165 0.0156947678496283 0.0171376723986987 0.0183376538772497 0.0174440463272833 -1.77213743768099 -0.445533709836304 -0.574355655857817 -0.697811356353427 0.357181387736943 0.107659942192116 0.154716687081585 0.20334068342957 0.0142311111111111 0.0146105263157895 0.0157928205128205 0.0157806329113924 0.01937101977837 0.0148827155041331 0.019560164135733 0.0166364515899091 -1.31961148600369 -0.0755247285808304 -0.715665111723679 -0.176394122258629 0.265340117663719 0.0182889465479604 0.192602863491836 0.0514423808401426 0.6980624 0.986566 0.000272069717958181 -1.58691600000009 -0.000587996643981837 332 324 0.838088123538446 0.78903164556962 0.561064745396622 1.41932062707652 1.04064671126487 2.46496125586897 157 60 7 1 0 1 0 2 5 35 708 123 55 10 9 3 1 1 19 1 5 0 4 3 12 0 0 5 5 1 18 701 102 36 15 23 14 9 0 2 0 0 0 0 5 0 14 0 1 0 1 0 9 0 2 1 0 0 12 0 0 0 0 0 0 1 0 6 2 11 10 21 679 87 26 22 7 8 8 18 10 3 1 0 5 4 1 0 0 1 0 5 0 13 0 0 0 0 0 1 0 0 0 1 0 4 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 5 0 0 0 0 0 2 0 0 1 0 0 11 0 0 1 0 0 0 0 0 0 1 0 0 8 8 0 2 1 17 19 673 187 92 12 6 0 0 4 8 8 7 0 192 47 17 7 1 6 25 0 0 0 2 0 0 18 7 0 0 0 0 2 0 116 70 14 49 7 1 7 1 5 7 16 2 0 0 0 0 2 0 0 0 0 4 0 0 8 0 0 6 0 0 7 0 0 0 2 0 0 0 0 0 0 118 36 41 18 9 10 23 5 0 0 1 0 3 0 0 0 6 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 4 5 0 18 2 8 0 6 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
0.00984 0.00841473684210526 0.00913435897435897 0.00823379746835443 0.0130082760555478 0.0109365409386432 0.0139178090965792 0.0142136673777864 -1.2052900512984 -0.946700775627977 -1.26991923555746 -1.4383423448892 0.243558488612836 0.230585164969978 0.343692752862658 0.420712666934751 0.0102311111111111 0.0101578947368421 0.00996666666666667 0.0103570886075949 0.0103217842614672 0.0110492887833715 0.0149522408537574 0.0143751863252613 -0.0433031800352999 -0.331293703221583 -1.23366615506533 -0.955834423686328 0.00878463917276695 0.0806743369646474 0.333433244946553 0.279516218207579 0.7087292 0.990106 0.00192070164102405 -5.38015600000011 -0.000975298265038662 268 309 0.889220088529737 0.517854430379747 0.845810211868572 0.96263440216622 1.24092954137865 1.53323536218003 113 45 12 1 3 0 5 0 9 17 695 110 21 21 11 6 1 0 0 1 5 0 3 0 0 0 1 3 5 3 16 693 81 27 35 13 3 0 2 1 1 4 0 0 3 0 1 2 0 1 0 0 0 0 0 2 0 3 0 0 4 2 0 1 1 1 0 0 3 8 15 15 671 62 42 12 10 2 0 18 13 0 2 0 1 0 0 3 0 0 0 1 0 0 0 0 4 0 0 0 0 0 0 1 0 0 0 0 0 0 2 1 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 4 9 0 3 8 8 22 662 229 36 5 13 1 18 0 0 0 0 7 204 45 12 2 1 14 2 3 0 13 0 6 0 0 0 0 0 0 0 0 7 150 87 11 3 4 5 5 2 3 7 4 0 0 1 12 2 0 0 0 0 0 0 0 0 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 131 65 9 9 3 13 17 3 9 5 3 0 2 0 0 0 2 3 0 0 5 2 0 0 2 0 1 0 0 0 2 0 8 2 0 0 0 0 0 0 0 3 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0
0.00512888888888889 0.0129410526315789 0.0113887179487179 0.012983164556962 0.00607995511291906 0.0157846982619593 0.0141999268485369 0.0152635405363729 -0.761174898608414 -0.744631342145826 -0.73177911327535 -0.511486844909916 0.156426520651327 0.180152042388639 0.197973477596374 0.149400198071789 0.0147822222222222 0.0100210526315789 0.0172184615384615 0.0164732911392405 0.0156947678496283 0.0166866810197856 0.0194661248850804 0.0170402489585962 -0.288475060065347 -1.65246436397573 -0.429012168172622 -0.114134594469223 0.0581433020321909 0.399458009672691 0.115465371761875 0.0332716863898694 0.7018376 0.9851988 -0.000651021953298047 3.35525800000006 -0.000321555598146657 316 357 0.856063733723397 0.823664556962025 0.979428237761571 1.42109260386157 1.75429543649394 3.85708142987539 184 18 7 3 4 0 3 0 0 8 731 127 46 3 9 15 12 1 2 0 1 2 0 0 0 0 6 14 12 0 17 691 124 42 8 2 0 1 2 22 7 0 1 0 2 1 1 0 0 0 4 0 0 0 1 0 0 0 1 0 0 0 0 0 5 25 0 0 0 1 3 22 683 89 31 15 6 6 10 13 3 0 0 10 3 0 2 0 0 14 0 0 2 1 7 0 0 1 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 5 0 0 0 0 14 0 0 0 0 0 6 0 0 0 13 7 2 4 3 5 680 246 34 41 4 0 0 0 21 11 0 0 209 76 29 3 2 2 1 0 4 3 0 0 0 0 0 0 0 17 0 11 0 150 60 21 41 4 3 4 0 23 0 0 15 3 2 3 0 0 0 0 0 0 0 0 0 0 0 17 0 0 11 0 0 0 0 0 0 0 0 0 0 0 146 45 10 8 32 4 0 5 22 0 3 4 1 19 3 0 2 1 0 0 0 14 0 3 2 2 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0151466666666667 0.0143852631578947 0.0147271794871795 0.0149737974683544 0.0149877963248702 0.0149954633488613 0.0143880053498421 0.0160711352737471 0.0525602285054718 -0.168060533156272 0.0871571607147065 -0.233986471059212 -0.0105999800339422 0.0406923198550544 -0.023573395275472 0.0682800428657497 0.01152 0.0133368421052632 0.0145733333333333 0.0143584810126582 0.0118771216159349 0.0134169935226654 0.0184316931279022 0.0172825273798085 -0.148584126827554 -0.0246258200024349 -0.777166615318044 -0.580528028328516 0.0300680272108843 0.00597387315324083 0.20933290109567 0.16919090031742 0.709326 0.988264 0.00114812907393123 -6.5664780000001 -0.00148042357161457 316 327 0.892112859113706 0.717924050632911 0.493066578483245 1.23847566108176 1.24258800267121 2.17991738928195 151 41 0 5 19 11 14 1 1 14 685 137 31 16 10 0 5 1 1 1 10 5 16 0 1 3 2 0 9 4 18 672 119 21 25 14 7 0 0 0 0 0 7 0 6 4 16 0 0 0 1 0 0 0 1 0 0 0 13 7 3 0 2 0 1 2 1 0 1 5 7 9 670 82 30 17 13 18 9 9 1 6 1 0 0 0 0 0 1 0 5 1 3 0 0 3 0 0 1 0 3 0 0 0 0 0 16 0 0 0 1 0 0 0 0 0 1 0 0 1 10 1 0 0 0 0 1 0 2 0 0 6 0 0 2 0 2 0 0 0 2 0 0 1 1 1 0 1 1 4 9 7 8 661 243 27 20 13 0 10 0 0 12 2 2 208 43 9 17 14 2 0 0 10 3 2 0 19 0 0 0 0 0 0 0 2 131 87 32 2 6 15 2 0 4 0 5 0 0 5 3 21 0 0 0 2 0 0 0 0 0 8 2 2 0 0 0 0 0 0 0 0 0 0 0 0 2 113 69 34 11 14 3 9 4 0 8 0 1 5 0 2 2 4 0 5 3 2 0 2 0 0 0 0 0 0 3 0 2 0 0 0 0 0 0 19 0 0 0 10 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
0.01096 0.00992 0.0117128205128205 0.0109749367088608 0.0155533735446767 0.0131914978332089 0.0158926333602831 0.0154250594838478 -1.46509675650234 -1.02200869094674 -0.974125712019235 -0.987903614467224 0.295329725829726 0.248000482930228 0.26300316333404 0.288499553576887 0.0166044444444444 0.0165789473684211 0.0136517948717949 0.0157736708860759 0.0214919343526441 0.0199563685169057 0.0198422818876907 0.0188977168545569 -1.13211591729941 -0.701773345495052 -1.15948845957905 -0.568039748791808 0.22741042420867 0.169240267618005 0.31198463215746 0.165313407567945 0.7088548 0.9820264 -0.00107791727091443 4.06408999999985 -0.00150675013677702 298 365 0.889828598272083 0.788683544303797 0.603539138416216 1.49051799545345 2.32431953549541 4.74880643389041 136 56 12 5 0 1 0 4 5 27 686 130 20 38 9 0 10 0 2 0 0 1 0 0 2 0 3 1 6 13 12 685 96 27 16 13 25 11 4 1 0 0 10 5 0 0 1 1 0 0 0 0 0 0 0 0 0 0 2 0 0 2 3 0 0 2 4 3 10 5 6 18 667 75 35 13 9 10 24 1 4 6 0 10 3 0 0 0 0 1 2 1 0 0 0 0 1 0 10 0 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 3 0 0 0 0 0 0 0 2 0 0 0 1 1 0 3 0 3 1 0 10 6 2 3 17 666 213 81 23 6 7 3 2 7 0 23 0 188 41 62 2 17 4 11 2 8 0 0 0 7 0 0 0 0 0 23 0 0 154 48 51 15 19 11 1 0 11 13 5 0 2 0 2 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 23 0 0 131 34 27 22 10 4 2 7 38 9 4 5 2 7 0 0 10 11 0 0 2 0 0 0 2 3 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0
0.0129511111111111 0.0117536842105263 0.00946512820512821 0.0106087341772152 0.0154119792397251 0.0138679849015785 0.0134476128433164 0.014698224220211 -0.792024726078361 -0.628840728344379 -1.09350448989871 -0.951856541913083 0.159672426904843 0.152459113999436 0.296148073609031 0.278230212148517 0.00784888888888889 0.0133284210526316 0.0133302564102564 0.0146949367088608 0.0110287557862253 0.0160101939514159 0.0147641623524523 0.0184131600121324 -1.42299112843398 -0.692501903838813 -0.359253133296808 -0.693588324855599 0.288325080269525 0.167504085642081 0.0971207108107779 0.201932927364 0.7109236 0.9899108 -0.000347751426357305 1.51206999999998 -6.65373993137792e-05 317 375 0.899873956702769 0.734746835443038 0.990600443004289 0.866240554618282 1.42487674076571 1.91724991464208 150 34 28 7 0 8 0 1 8 23 680 145 27 17 6 11 5 0 0 0 12 0 5 0 0 0 2 3 4 15 16 671 122 37 11 10 17 3 2 11 0 0 0 1 4 1 0 0 0 0 0 1 0 4 0 0 0 0 0 0 4 0 0 0 1 1 0 1 12 5 5 12 674 99 26 16 20 9 8 3 3 3 0 0 8 1 1 3 9 1 0 0 1 0 0 2 0 0 0 1 1 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 8 1 0 1 2 3 1 5 10 10 10 658 296 50 7 1 0 0 8 0 0 12 1 233 32 51 29 4 8 2 0 3 0 0 0 0 10 0 2 0 0 1 0 0 217 56 17 15 5 16 2 2 0 0 0 0 3 1 19 0 7 2 0 0 0 10 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 147 56 18 10 32 29 0 0 22 5 1 2 4 2 3 7 0 3 0 0 0 0 0 0 0 0 0 0 17 4 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
0.0117155555555556 0.0121347368421053 0.0128317948717949 0.0131967088607595 0.0117357273109833 0.013642489212122 0.0149522408537574 0.0157480973787975 -0.00849210369574435 -0.455721416518544 -0.524698328301868 -0.554989796165432 0.00171883300397357 0.110518861079766 0.141814595063167 0.162012493107456 0.0155288888888889 0.0127410526315789 0.0147994871794872 0.0152381012658228 0.0162603450694347 0.0158974461066876 0.0172091828694189 0.0161518947474846 -0.223283373358546 -0.820753883824363 -0.519305952449249 -0.193892350125599 0.0449840503028909 0.198547203992775 0.140023829615631 0.0565750022488287 0.7103944 0.987124 -0.00114968153964047 5.63730599999987 -0.000381837217712996 312 331 0.897300311422829 0.761905063291139 0.658021394064872 1.42404785989838 2.272493547081 4.25399659462343 164 27 9 18 0 3 0 18 4 4 694 137 37 13 6 3 20 0 6 2 0 0 0 1 3 0 14 0 1 6 9 683 110 27 32 5 8 5 9 1 3 0 2 0 19 0 1 0 0 1 0 0 0 0 2 0 0 0 0 0 13 0 1 0 0 0 4 4 1 1 10 10 672 86 36 19 9 7 8 6 2 9 4 8 2 0 1 2 1 0 0 0 1 0 2 0 0 0 0 0 2 0 17 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 13 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 3 0 6 0 2 5 7 14 660 216 50 16 25 4 0 0 20 0 0 0 190 53 28 2 24 9 3 0 2 0 0 0 0 0 0 0 20 0 0 0 0 148 43 28 31 5 12 0 0 7 12 22 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 131 50 23 8 6 17 1 13 0 1 13 0 0 7 0 4 2 5 0 2 0 0 0 0 5 20 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00445333333333333 0.00660631578947368 0.00620769230769231 0.00672113924050633 0.00593856080796746 0.0087943318888059 0.0106264353237396 0.0123561994818257 -1.21608673182265 -1.01610888034819 -1.52730456335496 -1.55442734044286 0.250098891408415 0.248798445066338 0.415825522052135 0.456051251811512 0.00595555555555556 0.00769052631578947 0.00620871794871795 0.00660924050632911 0.00834226399214476 0.0103728017150018 0.0106264353237396 0.0116293642181889 -1.40405099225451 -1.06041511604499 -1.52695005841698 -1.46921985234575 0.286098406719876 0.258587358836049 0.415729004170607 0.431676540322648 0.7123636 0.9947916 -0.00214938730063654 4.27745399999997 0.000277197866769312 247 259 0.906891272708191 0.330462025316456 0.692017209066907 0.836324130192163 1.21554661696028 1.18675372775589 140 19 4 0 2 0 2 0 5 10 701 115 18 16 6 10 0 1 0 0 0 0 0 1 0 2 0 6 2 8 8 690 94 14 35 6 9 1 1 1 0 2 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 4 1 2 0 3 0 20 9 676 67 25 16 7 18 3 5 8 3 0 6 0 2 3 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 3 4 0 1 5 5 1 5 4 4 18 663 200 42 4 6 0 0 1 2 0 4 0 167 40 21 4 20 0 0 1 0 2 0 0 0 4 0 0 0 0 0 0 0 146 33 43 10 2 7 2 0 0 0 0 6 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 4 0 0 0 0 115 33 33 9 21 4 15 0 0 2 4 3 1 0 6 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00889777777777778 0.0102 0.00957282051282051 0.00936113924050633 0.0120185159208865 0.0117257758517412 0.0114727885796126 0.0125177184293005 -1.28338765462781 -0.535016558918409 -0.60939210085202 -0.859762012856653 0.259660856935367 0.130121526373424 0.165606474276741 0.252168892168522 0.01656 0.0139810526315789 0.0139553846153846 0.0135186075949367 0.0169673165941927 0.0161229417961442 0.0174913006213766 0.0185746789596073 -0.119216342394527 -0.549280310925973 -0.74991460935778 -0.935074445098797 0.0240059523809523 0.132847292488362 0.202152834859556 0.272202355457424 0.7182824 0.9868872 -0.00204987960552314 6.50315199999997 -5.8359890482232e-05 280 339 0.935957655739533 0.675930379746835 0.675574322089947 1.25175377818318 1.91450565782133 2.89169345424141 133 41 14 1 0 2 0 2 10 15 674 123 29 9 7 7 3 11 2 0 0 0 1 0 0 11 1 4 0 7 12 665 108 30 20 3 0 4 1 9 0 0 3 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 0 0 0 0 5 1 1 2 2 9 7 662 86 34 9 5 15 2 1 8 6 1 1 1 0 6 1 0 2 0 0 0 0 0 0 11 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0 0 0 1 0 0 1 1 3 0 0 0 0 2 6 0 1 3 2 3 16 651 219 41 36 16 5 0 0 22 0 0 0 196 53 27 11 1 14 7 8 1 0 0 0 0 0 0 21 0 0 0 0 0 153 38 46 17 12 3 19 0 14 2 8 0 0 0 0 0 0 5 0 0 0 0 1 0 0 0 0 0 0 0 0 0 19 2 0 0 0 0 0 0 0 109 52 33 17 14 22 9 7 20 0 2 0 6 2 0 0 0 14 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 19 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0181155555555556 0.0177642105263158 0.0184902564102564 0.0180737974683544 0.0183812596437088 0.0167994288645138 0.0171151436187664 0.0187361979070821 -0.0718501810232587 0.237595207867923 0.297948668903696 -0.121465269735034 0.0144551621218286 -0.057429432249325 -0.0803448000274019 0.0353540479243811 0.0191733333333333 0.0192947368421053 0.02124 0.020686835443038 0.0196538083882732 0.0201818642063623 0.0214409491487842 0.021966576856579 -0.12159928200572 -0.18229588583781 -0.0348675276403604 -0.20061681088896 0.0244469186555517 0.0439566610490491 0.0093722133003441 0.0582585726440922 0.7162404 0.9850364 -0.00146609009209475 10.3431839999999 -0.00128435187229231 316 371 0.925888463975343 1.0343417721519 0.316749211114151 0.627768193866273 1.23625214016103 2.15934523859209 134 45 2 13 15 11 11 11 0 22 656 123 35 4 11 17 0 0 6 19 0 0 0 18 5 0 0 12 7 1 14 648 101 19 6 34 0 2 11 12 2 0 5 3 0 0 6 0 6 0 0 8 0 8 0 0 5 0 5 0 0 5 2 0 0 10 7 0 1 12 6 7 637 58 45 25 5 9 3 16 0 1 1 0 2 0 2 2 1 2 11 1 6 7 4 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 16 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 6 4 5 1 5 1 0 3 1 0 0 1 0 3 1 3 0 4 4 9 11 630 232 65 12 28 2 12 8 12 0 0 0 192 66 20 7 23 18 9 2 2 18 2 0 0 0 0 12 0 0 0 0 0 143 46 64 11 6 0 10 5 10 4 16 2 13 0 0 0 19 2 8 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 99 66 43 11 18 3 19 6 2 3 4 3 6 0 2 4 0 0 10 2 6 0 0 0 22 4 7 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00975111111111111 0.0131557894736842 0.00827384615384615 0.0100017721518987 0.0134324589704026 0.0145444719699482 0.0123191418354857 0.0133253131666748 -1.35689386477704 -0.394132492244709 -1.21028073546342 -0.851557459019482 0.274063584888146 0.0954783713794016 0.328374795554908 0.249415602710777 0.0126488888888889 0.01896 0.0156876923076923 0.0122637974683544 0.0166845279842895 0.0216475861878299 0.0200303603889958 0.0185746789596073 -1.2009635883021 -0.515298649938603 -0.805855523908328 -1.16714017324833 0.241879128927151 0.124151772142654 0.216804290934738 0.339757231065826 0.7162556 0.9822624 0.000838554479695292 -2.664518 -0.00143807215007979 276 367 0.925963253579471 0.613189873417722 1.49475015731659 1.45254441793212 2.58694930738316 6.18041551800249 130 45 10 7 1 1 1 0 6 24 674 108 20 13 34 2 1 14 0 1 0 0 0 0 0 12 1 1 9 11 10 662 103 24 36 10 10 0 0 0 1 1 0 0 0 1 0 1 0 6 0 0 0 1 0 6 0 0 0 1 0 0 0 0 0 0 0 0 12 2 14 5 665 76 34 18 11 3 1 2 0 1 3 19 1 4 11 1 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 12 1 1 4 0 1 0 0 1 0 5 5 10 658 247 57 7 21 2 0 2 0 0 29 2 175 45 35 59 2 11 3 4 0 0 0 0 2 0 0 25 0 2 4 0 0 154 46 12 37 34 34 3 3 4 0 0 0 0 2 0 3 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 25 0 0 4 0 2 0 0 0 137 37 30 5 73 6 6 0 5 3 2 0 2 0 0 5 4 2 0 0 0 0 3 10 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 6 0 0 0 0
