tpS_10 tpS_20 tpS_40 tpS_80 twS_10 twS_20 twS_40 twS_80 taS_10 taS_20 taS_40 taS_80 deS_10 deS_20 deS_40 deS_80 tpN_10 tpN_20 tpN_40 tpN_80 twN_10 twN_20 twN_40 twN_80 taN_10 taN_20 taN_40 taN_80 deN_10 deN_20 deN_40 deN_80 pBar2 pBar4 LD2 rmean2 LD4 rmean4 n2 n4 B Bprime cSq10 cSq20 cSq40 cSq80 S10_0 S10_1 S10_2 S10_3 S10_4 S10_5 S10_6 S10_7 S10_8 S10_9 S10_10 S20_0 S20_1 S20_2 S20_3 S20_4 S20_5 S20_6 S20_7 S20_8 S20_9 S20_10 S20_11 S20_12 S20_13 S20_14 S20_15 S20_16 S20_17 S20_18 S20_19 S20_20 S40_0 S40_1 S40_2 S40_3 S40_4 S40_5 S40_6 S40_7 S40_8 S40_9 S40_10 S40_11 S40_12 S40_13 S40_14 S40_15 S40_16 S40_17 S40_18 S40_19 S40_20 S40_21 S40_22 S40_23 S40_24 S40_25 S40_26 S40_27 S40_28 S40_29 S40_30 S40_31 S40_32 S40_33 S40_34 S40_35 S40_36 S40_37 S40_38 S40_39 S40_40 S80_0 S80_1 S80_2 S80_3 S80_4 S80_5 S80_6 S80_7 S80_8 S80_9 S80_10 S80_11 S80_12 S80_13 S80_14 S80_15 S80_16 S80_17 S80_18 S80_19 S80_20 S80_21 S80_22 S80_23 S80_24 S80_25 S80_26 S80_27 S80_28 S80_29 S80_30 S80_31 S80_32 S80_33 S80_34 S80_35 S80_36 S80_37 S80_38 S80_39 S80_40 S80_41 S80_42 S80_43 S80_44 S80_45 S80_46 S80_47 S80_48 S80_49 S80_50 S80_51 S80_52 S80_53 S80_54 S80_55 S80_56 S80_57 S80_58 S80_59 S80_60 S80_61 S80_62 S80_63 S80_64 S80_65 S80_66 S80_67 S80_68 S80_69 S80_70 S80_71 S80_72 S80_73 S80_74 S80_75 S80_76 S80_77 S80_78 S80_79 S80_80 N10_0 N10_1 N10_2 N10_3 N10_4 N10_5 N10_6 N10_7 N10_8 N10_9 N10_10 N20_0 N20_1 N20_2 N20_3 N20_4 N20_5 N20_6 N20_7 N20_8 N20_9 N20_10 N20_11 N20_12 N20_13 N20_14 N20_15 N20_16 N20_17 N20_18 N20_19 N20_20 N40_0 N40_1 N40_2 N40_3 N40_4 N40_5 N40_6 N40_7 N40_8 N40_9 N40_10 N40_11 N40_12 N40_13 N40_14 N40_15 N40_16 N40_17 N40_18 N40_19 N40_20 N40_21 N40_22 N40_23 N40_24 N40_25 N40_26 N40_27 N40_28 N40_29 N40_30 N40_31 N40_32 N40_33 N40_34 N40_35 N40_36 N40_37 N40_38 N40_39 N40_40 N80_0 N80_1 N80_2 N80_3 N80_4 N80_5 N80_6 N80_7 N80_8 N80_9 N80_10 N80_11 N80_12 N80_13 N80_14 N80_15 N80_16 N80_17 N80_18 N80_19 N80_20 N80_21 N80_22 N80_23 N80_24 N80_25 N80_26 N80_27 N80_28 N80_29 N80_30 N80_31 N80_32 N80_33 N80_34 N80_35 N80_36 N80_37 N80_38 N80_39 N80_40 N80_41 N80_42 N80_43 N80_44 N80_45 N80_46 N80_47 N80_48 N80_49 N80_50 N80_51 N80_52 N80_53 N80_54 N80_55 N80_56 N80_57 N80_58 N80_59 N80_60 N80_61 N80_62 N80_63 N80_64 N80_65 N80_66 N80_67 N80_68 N80_69 N80_70 N80_71 N80_72 N80_73 N80_74 N80_75 N80_76 N80_77 N80_78 N80_79 N80_80
0.01528 0.0129726315789474 0.0155692307692308 0.0148346835443038 0.0125840931406929 0.0146572198146765 0.013541652093969 0.0143751863252613 1.0596228862348 -0.474498275233108 0.552940163370865 0.109306266400129 -0.214231317995363 0.114932317112576 -0.149729047917631 -0.0319646096158812 0.0144711111111111 0.0171873684210526 0.0176723076923077 0.0167859493670886 0.0120185159208865 0.0198436206721774 0.0157985941096305 0.0168787300111214 1.00861727084806 -0.555023746729094 0.439232755218049 -0.0188533851865 -0.204068056852371 0.133859253560975 -0.118600020335672 0.00549689721748237 0.7170968 0.9844416 -0.000311316536274736 -1.40303314303006e-05 -8.7380582655532e-05 8.82449696379026e-05 284 316 0.93010604879949 0.83929746835443 3.78242467182952 1.84909516112817 4.06961927036496 6.67705551798279 133 8 2 31 9 1 7 23 0 8 664 105 26 21 4 5 2 15 0 0 0 1 1 0 0 22 2 2 0 6 23 651 97 19 14 3 10 4 4 0 1 0 0 0 0 0 5 0 2 3 1 21 2 15 0 1 0 0 5 0 2 0 0 0 2 1 0 0 4 3 8 14 645 69 26 16 11 5 9 0 13 0 0 0 1 0 0 0 0 0 0 1 0 1 5 0 0 0 0 2 1 0 0 1 0 0 2 15 0 0 0 0 1 0 0 0 1 0 0 21 1 0 0 0 0 0 0 0 0 0 0 0 5 2 0 2 0 0 0 0 1 0 1 0 0 0 4 1 4 1 3 4 17 639 231 11 5 34 0 0 0 35 0 0 0 140 56 46 18 8 2 13 0 0 0 0 0 0 0 33 0 0 0 0 0 0 148 52 10 14 1 0 22 0 0 0 12 3 2 0 0 0 6 13 0 0 0 0 0 31 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 107 32 31 31 3 9 5 20 0 0 0 0 9 0 0 0 5 0 4 7 0 0 1 0 0 0 6 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0144177777777778 0.0150673684210526 0.01384 0.0146317721518987 0.013998036190209 0.0149954633488613 0.0144820446004946 0.0165556921161717 0.14854746761232 0.0198040003067925 -0.16393405822097 -0.398442622600129 -0.0299857481338963 -0.00479512173238339 0.0443338367065029 0.116208972163336 0.0144622222222222 0.0138189473684211 0.0157415384615385 0.0158772151898734 0.0165431336793379 0.0175886637776118 0.0189959286318176 0.0176863247484956 -0.624487112564975 -0.887277256387418 -0.636321193907044 -0.351107491367674 0.125787018194426 0.214326480786399 0.171320404143241 0.102288609100433 0.6980624 0.986566 3.60836210110939e-05 4.25170549923127e-06 -7.61018967524178e-05 1.66521389122914e-05 332 324 0.838088123538446 0.793860759493671 0.419960616043237 0.606221052860334 1.07173106449911 1.72470143023912 162 28 11 8 12 0 19 6 3 12 715 135 38 19 4 1 3 0 6 1 19 2 18 0 0 0 1 0 5 7 9 708 127 20 16 5 23 2 1 4 2 0 6 14 0 0 0 4 0 2 0 1 0 0 0 0 0 5 0 1 0 13 0 0 5 1 0 0 6 6 3 14 695 93 21 9 23 4 6 14 13 0 14 0 0 1 0 0 2 1 0 5 0 0 0 0 0 13 0 0 1 1 0 0 0 0 0 4 1 0 0 0 0 0 0 0 1 0 0 5 0 0 0 0 0 0 3 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9 0 4 3 5 2 6 6 16 678 207 50 30 7 1 0 2 12 13 2 0 168 49 37 16 25 2 0 0 0 0 4 0 0 8 2 0 0 6 0 7 0 122 52 25 51 7 5 1 2 12 0 14 4 0 0 2 0 0 0 0 4 0 0 0 0 8 0 0 6 0 0 7 0 0 0 2 0 0 0 0 0 0 105 58 19 13 8 29 19 0 0 5 0 5 1 0 3 0 5 0 0 0 0 0 0 0 5 2 14 0 2 2 2 0 0 0 4 0 0 0 0 0 0 0 0 8 0 0 0 0 0 6 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
0.00742222222222222 0.00807157894736842 0.00836358974358974 0.00813848101265823 0.00834226399214476 0.0104855495597301 0.0110966315770024 0.0113870857969766 -0.541241460486642 -0.944313638012385 -0.905590041973097 -0.970478165312929 0.110286820315069 0.230218797652016 0.246294725966826 0.285288513869012 0.00981333333333333 0.0107957894736842 0.0107779487179487 0.0104372151898734 0.0101803899565156 0.0134169935226654 0.0140118483472318 0.0127599968505128 -0.177685163835108 -0.805341953915924 -0.852890596434074 -0.620916905751134 0.0360552616108172 0.195364486429332 0.230797504307987 0.182036225231987 0.7087292 0.990106 0.000205555831857918 2.41626940318311e-05 -0.000120375725387709 1.03373622125291e-05 268 309 0.889220088529737 0.521860759493671 0.477786657358417 0.590858472061463 0.973976574485901 1.62013476837664 135 20 13 2 0 9 0 2 3 10 706 112 21 27 6 3 1 0 0 5 0 1 0 3 0 0 1 5 4 7 9 695 102 15 17 20 2 2 1 1 6 0 0 0 5 0 0 3 0 0 0 0 0 0 0 0 0 5 0 0 2 0 0 0 5 1 1 1 3 7 9 12 680 84 17 8 12 21 4 1 8 1 2 1 3 0 1 0 0 0 0 0 0 4 3 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 5 2 0 0 0 0 0 0 1 0 0 1 0 1 2 1 3 8 6 5 11 675 230 23 27 14 2 3 0 0 3 0 7 183 60 18 0 13 5 7 0 10 0 0 3 3 0 0 0 0 0 0 0 7 160 41 26 26 6 5 2 2 3 0 0 11 2 0 8 4 0 0 0 0 0 0 3 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 144 41 24 4 7 6 23 0 4 6 0 0 1 3 5 0 7 4 0 0 4 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 10 0 3 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7
0.0106311111111111 0.00787368421052632 0.0117328205128205 0.0116608860759494 0.0155533735446767 0.0143189762804917 0.0147641623524523 0.0165556921161717 -1.56999875057578 -1.85761122495956 -0.759477328278379 -1.01371127281906 0.316475549142216 0.450122407056885 0.205317563385388 0.295656986483884 0.0213511111111111 0.0105284210526316 0.0113153846153846 0.0168643037974684 0.0230472717071118 0.0153337068830462 0.0151403193550626 0.017767084222233 -0.366604664076983 -1.29472992090182 -0.934921921778212 -0.174426002373281 0.073594853983402 0.313380571773392 0.252632368576755 0.0508119629238301 0.7018376 0.9851988 -8.217530403774e-05 1.12230809816543e-05 -4.5862956705513e-05 9.42339296663244e-05 316 357 0.856063733723397 0.843215189873418 0.284742781150249 1.6000005975661 4.79933121943792 3.20593901579878 153 49 9 4 0 3 0 1 5 39 695 134 55 15 4 1 2 0 1 2 0 1 1 0 2 0 1 0 2 8 32 697 115 24 13 19 14 1 14 2 2 7 0 0 1 1 0 3 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 5 0 0 14 0 15 6 9 4 686 87 31 18 20 3 4 1 8 3 7 13 2 5 0 0 0 1 0 0 3 0 0 4 4 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 4 0 0 0 0 0 0 0 0 1 3 0 14 2 0 11 1 2 0 10 5 19 666 194 75 39 19 0 17 2 11 0 0 0 221 49 43 4 2 2 0 0 5 3 0 0 0 0 0 0 0 17 11 0 0 196 58 10 11 3 22 16 0 3 0 0 0 0 2 1 0 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 137 33 30 16 5 0 23 19 5 8 2 0 0 23 0 2 0 2 1 14 0 0 1 0 0 5 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 2 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0148177777777778 0.0155810526315789 0.0140579487179487 0.0146178481012658 0.0135738532753542 0.0154464547277745 0.0151403193550626 0.0159096163262723 0.453786259213908 0.0360052970957051 -0.264561908894681 -0.278190579210168 -0.0916412220752498 -0.00871383797619618 0.0714892870969671 0.0811941783205243 0.0151911111111111 0.0138105263157895 0.0147169230769231 0.0143850632911392 0.0165431336793379 0.0135297413673937 0.0177734183733343 0.0165556921161717 -0.405745600980511 0.0855625511192521 -0.638104660980202 -0.449535873527982 0.0817271137641508 -0.0207531645115153 0.17197003031206 0.131110726739848 0.709326 0.988264 0.000144922694614069 6.40593028776217e-05 -0.000193381771964418 7.61320078138042e-05 316 327 0.892112859113706 0.719253164556962 0.682832090880524 1.63567492028633 1.19268053859003 2.1538780607872 161 25 6 5 23 0 19 3 5 10 685 131 21 26 7 3 6 19 7 0 0 0 0 0 10 13 1 3 2 6 13 674 111 43 29 2 1 0 5 0 1 2 1 2 3 0 0 0 0 0 4 0 28 0 2 0 0 0 0 1 6 2 0 0 2 0 3 2 1 1 8 12 670 79 42 16 21 9 7 0 9 2 1 0 0 0 0 0 1 0 0 1 0 5 0 1 2 1 3 0 0 3 0 0 16 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 11 0 0 1 0 0 6 2 2 0 0 2 0 0 1 0 0 0 1 0 0 0 0 2 2 0 2 2 4 6 10 666 210 60 6 35 4 0 0 10 2 0 2 207 43 21 4 6 0 0 5 27 0 2 0 12 0 0 0 0 0 0 0 2 138 60 37 14 20 6 0 4 0 0 0 2 8 0 22 2 2 0 0 0 0 0 0 0 0 0 8 2 2 0 0 0 0 0 0 0 0 0 0 0 2 122 52 21 17 19 1 12 10 14 3 0 2 2 0 0 0 0 0 0 4 0 5 0 0 6 2 0 2 19 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
0.00944 0.0104505263157895 0.00999692307692308 0.0104770886075949 0.0127254874456445 0.012853254299024 0.0128833773394011 0.0137291105353619 -1.27722870312901 -0.769991697886239 -0.826544020041176 -0.809239605934433 0.258181657848324 0.186935380514255 0.224044843711158 0.236870547395679 0.0128711111111111 0.0145810526315789 0.0140435897435897 0.0152484810126582 0.0128668817505962 0.0206328555852754 0.019560164135733 0.0187361979070821 0.0016263648311115 -1.21672323011508 -1.04795851503268 -0.639547392441871 -0.0003287012810822 0.293309034645466 0.282031088996101 0.186148593846009 0.7088548 0.9820264 -0.000128297636169823 -1.13114559576019e-06 -0.000219727913232815 -8.55648733994211e-06 298 365 0.889828598272083 0.762424050632911 0.313876573452712 1.2439673151667 2.40320803191528 4.87733787096781 149 48 2 3 1 3 0 11 1 21 693 128 26 30 2 14 0 8 0 2 0 0 0 0 0 6 2 4 0 14 6 690 115 41 16 2 3 3 3 2 6 0 0 1 0 2 12 4 0 0 0 0 0 0 0 0 0 2 5 2 0 0 0 0 2 2 2 0 0 1 6 20 680 90 27 14 6 8 6 2 25 4 0 5 0 1 0 8 0 1 0 0 0 0 0 1 0 0 10 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 1 0 6 0 0 1 1 0 1 11 1 4 0 0 9 10 672 251 36 20 12 16 0 7 0 0 0 23 182 83 28 10 8 8 0 0 0 7 11 3 2 0 0 0 0 0 0 23 0 157 36 52 19 20 5 11 2 11 12 3 0 2 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 23 0 0 133 46 14 26 5 4 34 14 2 0 6 5 7 2 0 12 4 0 0 0 0 0 2 0 0 0 14 0 0 0 0 0 3 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0
0.0119377777777778 0.0112210526315789 0.0112820512820513 0.0113237974683544 0.0142808248001122 0.0124022629201109 0.0157985941096305 0.0149405026414232 -0.813014876281335 -0.392036815944502 -1.05876029749617 -0.828425478612442 0.164069446627202 0.095241513273884 0.285882578933148 0.24207386189547 0.012 0.0125747368421053 0.0128507692307692 0.0137930379746835 0.0120185159208865 0.0143189762804917 0.0139178090965792 0.0184131600121324 -0.00761457808701415 -0.502710928316576 -0.283279728245567 -0.861826319512064 0.00154061624649859 0.121813138329084 0.0766672296196584 0.250914130676357 0.7109236 0.9899108 -4.40340833372917e-05 1.73168722585252e-07 -9.96928759064606e-06 8.17239795493401e-05 317 375 0.899873956702769 0.689651898734177 1.07601241280826 0.689954974631713 1.59884799534722 1.90915120660287 156 42 6 7 8 8 1 2 3 24 682 148 26 13 3 12 5 0 12 0 4 0 4 0 2 0 2 2 1 13 11 681 109 53 10 7 3 3 12 3 4 0 4 9 2 0 0 0 0 0 4 0 0 0 4 0 0 0 0 0 0 1 1 0 1 2 9 1 1 5 5 24 662 96 31 5 19 13 12 5 0 0 1 0 11 4 4 0 0 3 0 8 1 0 0 0 4 2 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 1 9 1 1 0 0 2 4 6 14 3 9 658 289 32 12 17 3 0 0 21 0 0 1 247 53 7 21 7 15 12 0 0 0 0 0 10 0 0 0 0 2 0 0 1 226 42 22 11 11 13 5 0 3 0 1 0 0 21 7 0 0 0 0 0 0 0 10 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 147 56 50 22 9 15 14 5 3 0 0 2 0 0 0 2 2 1 0 6 1 6 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 0 0 0 8 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
0.0138311111111111 0.0132084210526316 0.0134994871794872 0.0118084810126582 0.0158361621545799 0.0149954633488613 0.0155164763576728 0.0159903758000097 -0.628250202025995 -0.492184836260756 -0.481265838025588 -0.89613176850287 0.126612181909801 0.119172195927208 0.129990155734568 0.261525735208109 0.0163377777777778 0.0144905263157895 0.0129123076923077 0.0144879746835443 0.0165431336793379 0.0167994288645138 0.0162687903628933 0.0160711352737471 -0.0616278571464171 -0.568609668623195 -0.76445950340986 -0.337578964108513 0.0124133616726211 0.137439347929355 0.206314212410116 0.0985095678205758 0.7103944 0.987124 -0.000143278793924445 -1.77480924943443e-06 -5.04889212092485e-05 1.93276200461647e-05 312 331 0.897300311422829 0.724398734177215 1.0281608915512 1.2840341840257 2.27376002879814 4.4197482663202 147 46 9 17 4 0 2 13 5 16 682 128 39 18 16 0 0 2 19 0 1 0 0 2 13 1 0 0 4 4 14 680 109 33 20 15 4 8 3 1 6 0 3 2 0 1 17 0 0 0 0 1 0 2 0 0 0 0 13 1 0 0 0 0 3 0 1 2 1 5 6 17 667 82 36 15 23 9 7 9 1 4 5 6 0 0 0 0 0 1 0 4 0 0 17 0 0 0 0 0 1 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 13 0 0 1 0 0 0 0 0 0 0 3 2 1 1 1 4 3 5 6 15 661 214 47 11 39 0 0 0 20 0 0 0 182 65 9 11 12 23 7 2 0 0 0 0 0 0 0 20 0 0 0 0 0 158 48 24 20 8 9 5 7 22 0 7 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 132 30 31 7 31 2 18 4 3 4 4 1 0 0 0 0 7 2 0 5 5 20 2 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00378666666666667 0.00701263157894737 0.00686615384615385 0.00628683544303797 0.00551437789311264 0.0087943318888059 0.0116608670809177 0.0123561994818257 -1.51973569048307 -0.827416904070733 -1.51361243128783 -1.67422973259704 0.313310269976937 0.202596437385587 0.41117982063359 0.491199907197592 0.00604444444444444 0.00694736842105263 0.00604717948717949 0.00619316455696202 0.00622134941787067 0.0111620366280998 0.00818141480677293 0.0117101236919263 -0.138463928867714 -1.55093010160577 -0.951037108005216 -1.60376307329048 0.0284351451018118 0.377589533834442 0.260863844457151 0.47112731514254 0.7123636 0.9947916 -0.000211971550411479 -8.12217455309854e-06 2.86679399687553e-05 1.94038028669581e-05 247 259 0.906891272708191 0.309658227848101 0.440786517775154 0.961917043334227 0.999485550605843 1.04621060722572 141 22 0 1 0 2 0 2 1 11 703 115 20 7 12 8 0 0 2 2 0 0 0 1 1 0 0 8 4 3 10 690 85 35 11 9 7 6 3 5 2 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 3 3 1 1 5 12 14 674 63 31 15 18 8 4 4 11 3 0 2 1 0 0 0 0 0 2 1 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 1 0 0 1 10 2 4 1 4 5 17 667 211 15 11 12 0 3 1 0 0 2 4 160 65 4 16 2 3 3 0 0 0 2 0 0 0 0 4 0 0 0 0 0 172 24 13 8 4 15 7 3 0 3 0 0 0 0 3 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 114 53 12 13 21 15 3 2 0 1 3 2 0 1 3 3 3 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0
0.00993777777777778 0.00625684210526316 0.00853641025641026 0.00896481012658228 0.00989760134661243 0.0105982974044584 0.0130714558407062 0.0138098700090993 0.0199934479112455 -1.6806580120738 -1.28032192319225 -1.1987507047606 -0.00405920886873279 0.40963705145403 0.346942654250739 0.350840368470132 0.01624 0.0144463157894737 0.0150758974358974 0.0152963291139241 0.0178156824239024 0.017250420243427 0.0183376538772497 0.0179286031697079 -0.439463913486387 -0.67276124584951 -0.660315515745287 -0.504073545538529 0.0884435626102292 0.162552819837635 0.177872069305381 0.146819806923459 0.7182824 0.9868872 -0.000229222022182228 -5.06405389152555e-06 -7.90350140930517e-06 5.63412123860041e-06 280 339 0.935957655739533 0.764816455696203 0.624571905481769 1.20360265773289 1.58087429307929 2.77623968035017 147 15 14 15 0 0 1 11 9 5 675 133 26 29 0 0 0 0 0 1 0 0 2 1 0 0 0 1 3 14 17 665 97 43 8 13 6 4 6 0 11 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 1 11 1 3 1 2 5 4 16 656 77 38 20 11 7 11 0 2 0 1 0 2 0 0 0 0 2 6 1 2 9 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9 1 1 3 1 0 0 0 0 0 3 0 0 0 1 5 2 1 11 18 644 213 62 17 23 2 1 0 21 0 0 0 186 66 34 0 7 0 19 0 0 0 0 6 0 0 19 2 0 0 0 0 0 144 59 47 12 8 6 0 6 0 10 6 0 14 0 0 3 2 0 1 0 0 0 0 0 0 0 0 0 19 2 0 0 0 0 0 0 0 0 0 0 0 117 48 27 27 6 24 12 8 0 2 2 2 8 3 0 1 0 5 0 0 0 6 0 0 0 0 0 14 0 0 0 3 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 19 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0174311111111111 0.0168147368421053 0.0180502564102564 0.0173049367088608 0.0154119792397251 0.0182651508459815 0.0177734183733343 0.0161518947474846 0.649852931473963 -0.328907304991825 0.0577954894627256 0.244657047977725 -0.131010549649693 0.0794088160621642 -0.0155759590590323 -0.071387411780637 0.0209244444444444 0.02132 0.0202579487179487 0.0212592405063291 0.0205021742179829 0.020069116361634 0.0205005566422586 0.0210782226454674 0.102489204255682 0.258470803646667 -0.0440011891367843 0.029556390772296 -0.0205963631940644 -0.06232878497617 0.0118342115554949 -0.00858790913761776 0.7162404 0.9850364 -0.000185057352450676 7.04137988225127e-06 -0.000190378853725888 7.03670950343099e-05 316 371 0.925888463975343 1.06296202531646 0.428141215106732 0.934550500456741 1.23229561766922 2.19699503670284 152 21 7 10 11 27 10 3 4 16 659 112 42 25 9 1 2 1 14 3 0 11 0 5 10 0 3 1 9 14 12 646 93 41 8 19 5 0 1 10 0 2 16 0 6 0 0 0 0 6 8 0 0 0 8 5 0 0 0 0 5 0 11 3 0 7 0 0 2 12 1 13 638 84 27 23 5 16 3 3 2 0 0 1 9 1 0 0 1 3 0 1 6 0 4 1 0 0 11 0 0 0 0 0 0 6 0 0 0 7 1 0 0 0 0 0 0 8 0 0 0 5 0 0 0 0 0 0 9 1 0 1 1 0 5 0 0 5 0 1 0 0 4 0 0 0 1 4 0 3 4 11 6 636 226 54 23 36 24 0 0 8 0 0 0 193 52 28 1 8 25 33 11 8 0 0 0 12 0 0 0 0 0 0 0 0 153 74 17 25 1 11 4 0 11 17 0 0 11 6 0 0 0 0 19 8 2 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 110 48 42 10 20 10 3 3 3 18 8 7 1 2 0 0 0 15 2 5 0 19 0 4 0 0 0 0 0 19 2 0 0 0 0 0 0 0 8 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00826666666666667 0.0112189473684211 0.0123164102564103 0.00874253164556962 0.0121599102258381 0.0134169935226654 0.0134476128433164 0.013567591587887 -1.58275810571789 -0.675330402203736 -0.310603861696169 -1.21466817870895 0.320170419589024 0.163825535916909 0.0841192113489785 0.35563127848167 0.0178577777777778 0.0162484210526316 0.0138764102564103 0.011166329113924 0.0238956375368214 0.0198436206721774 0.0202184388903009 0.0187361979070821 -1.25906317923233 -0.751216742398762 -1.16607087621902 -1.38809714043348 0.252676236394185 0.18117659468197 0.313675485446754 0.404023742207415 0.7162556 0.9822624 9.24270387312068e-05 1.63498807876312e-05 -0.000210863357901372 5.14552297301367e-05 276 367 0.925963253579471 0.558316455696202 0.852532938411409 1.64958061816768 2.49660101539304 4.96761121878004 136 48 6 2 0 3 0 0 6 21 677 112 34 5 23 11 6 0 0 1 1 0 1 1 0 0 6 12 6 2 10 668 93 22 7 13 8 30 0 1 1 0 16 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 18 0 0 0 1 7 3 3 4 5 663 77 37 11 4 17 11 2 7 2 10 1 1 0 0 0 4 0 0 1 0 0 0 6 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 12 0 2 0 3 9 0 6 12 654 198 111 5 18 2 2 0 0 25 6 0 191 59 8 50 19 5 0 0 0 2 0 0 2 0 0 0 25 2 0 4 0 152 60 31 48 8 5 0 2 5 5 2 2 0 12 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 25 0 2 4 0 0 135 74 19 10 6 35 6 9 3 4 2 0 0 6 2 1 3 10 2 0 0 0 0 2 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 2 0 0 0 4 0
