{656.46944, 0.531274795989687}
{600.807348, 0.16207767731934958}
{600.659796, 0.07719470058964066}
{600.740264, 0.04539807605188842}
{600.596423, 0.030186850438803044}
{600.719884, 0.021728795305289636}
{600.661101, 0.016522706781702035}
{600.695088, 0.013076567950540024}
{600.727506, 0.010668385891305655}
{600.675162, 0.00891393755751132}
{600.642221, 0.007593084177009594}
{600.683806, 0.006572038045863725}
{600.589237, 0.005765479419152764}
{600.7711, 0.0051167739103131485}
{600.64353, 0.004587034571175968}
{600.498727, 0.004148776695294079}
{600.691552, 0.0037820831151967583}
{600.634667, 0.003472203429287717}
{600.789529, 0.003208003965526622}
{600.768144, 0.0029809394947176993}
{600.856709, 0.0027843544035369193}
{600.745257, 0.0026129973615244286}
{600.557092, 0.002462677574634214}
{600.793204, 0.0023300169171292214}
{600.608944, 0.002212268232721499}
{600.723299, 0.00210718010252572}
{600.876393, 0.002012894772617557}
{600.943649, 0.0019278701017977455}
{600.734233, 0.001850819155009629}
{600.919614, 0.0017806629319739513}
{600.752525, 0.0017164929962680128}
{600.737615, 0.0016575416551407162}
{600.768582, 0.0016031579623517018}
{600.760861, 0.0015527882587616983}
{600.841605, 0.0015059602837614809}
{600.796736, 0.0014622701222524659}
{600.9269, 0.00142137142223028}
{600.67143, 0.0013829664446031156}
{600.799329, 0.0013467986019043074}
