{1330.39121, 0.477138977435329}
{1226.090669, 0.16460521993585214}
{1219.990109, 0.08336225454332422}
{1220.31124, 0.05049480532533822}
{1219.853485, 0.03401517374667485}
{1219.8543, 0.024591276955273435}
{1220.175044, 0.018694700994625283}
{1220.266957, 0.01475445912511531}
{1220.147247, 0.011986081451648681}
{1220.138436, 0.009962744277622542}
{1220.364666, 0.008436130067432818}
{1219.826309, 0.007253778738225239}
{1219.899893, 0.006317844272333642}
{1220.025053, 0.005563158003297383}
{1220.205792, 0.004944925779413784}
{1220.224403, 0.004431511982643988}
{1220.068741, 0.004000041453849506}
{1220.14983, 0.003633628150147005}
{1219.706659, 0.0033195771894927173}
{1219.874095, 0.0030481879823795956}
{1219.544144, 0.0028119390474257355}
{1219.296478, 0.0026049212968837117}
{1219.279333, 0.002422436723404287}
{1219.319892, 0.00226070943144619}
{1219.433553, 0.0021166743827778873}
{1219.418325, 0.00198782080254836}
{1219.336727, 0.0018720746207067024}
{1219.460189, 0.0017677091823168243}
{1219.330789, 0.0016732766949099814}
{1219.124708, 0.001587555069624274}
{1219.198952, 0.0015095063161368587}
{1219.067676, 0.0014382436983801403}
{1219.028892, 0.0013730055967261243}
{1219.051518, 0.0013131345498214207}
{1219.222271, 0.0012580603302046064}
{1219.504055, 0.0012072861858664135}
{1219.519316, 0.0011603775848428384}
{1219.988742, 0.001116952952390839}
{1219.940686, 0.0010766760047152273}
{1220.065889, 0.0010392493697961326}
{1220.136796, 0.0010044092518927432}
{1220.138573, 0.0009719209470216598}
{1219.97654, 0.0009415750559455649}
{1220.025496, 0.0009131842717605391}
{1220.011947, 0.0008865806431086926}
{1220.003657, 0.0008616132329099219}
{1219.652656, 0.0008381461074595705}
{1219.986442, 0.0008160566026531454}
{1219.817552, 0.0007952338236400079}
{1219.88865, 0.0007755773418850321}
{1219.606964, 0.0007569960598224685}
{1219.339966, 0.0007394072183244677}
{1219.45092, 0.0007227355263134978}
{1219.268413, 0.0007069123952098932}
{1219.360829, 0.0006918752636676815}
{1219.464208, 0.0006775670003299535}
{1219.406523, 0.0006639353742202589}
{1219.55509, 0.0006509325839524027}
{1219.313498, 0.0006385148382458616}
{1219.300533, 0.0006266419813249726}
{1219.610759, 0.0006152771576951455}
{1219.400798, 0.0006043865115592492}
{1219.417147, 0.0005939389167872666}
{1219.558285, 0.0005839057339023827}
{1219.45402, 0.0005742605910139713}
{1219.18394, 0.0005649791860257968}
{1219.153969, 0.0005560391077876686}
{1219.059412, 0.0005474196741498494}
{1219.132755, 0.0005391017851298915}
{1219.068688, 0.0005310677896168245}
{1219.254792, 0.0005233013642240111}
{1219.296125, 0.0005157874030632423}
{1219.371161, 0.0005085119173525966}
{1219.235631, 0.0005014619438928814}
{1219.309024, 0.0004946254615537691}
{1219.243038, 0.0004879913150041382}
{1222.214182, 0.0004815491450028249}
{1219.160293, 0.00047528932463819046}
{1219.326141, 0.0004692029009679808}
